Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23
開案縣市_1,開案縣市_2,開案縣市_3,年度,機關名稱  ,標案案號,標案名稱,招標方式,標的分類,公告日期,決標金額,決標公告,無法決標,功能選項,關鍵字,決標方式,預算金額,擴充,擴充金額,補助,投標廠商數,得標廠商,投標廠商1,投標廠商2
縣市政府,屏東縣,公所,112,屏東縣潮州鎮公所,112-04-25,112年潮州鎮監視系統租賃服務財物採購,公開取得報價單或企劃書,財物類,112/05/09,583380,1,,檢視,(租賃)&(監視),最低標,630000,,,,1,屏南有線電視股份有限公司,,
縣市政府,屏東縣,公所,112,屏東縣潮州鎮公所,112-05-23,112年潮州鎮轄區路口監視系統租賃服務財物採購,公開取得報價單或企劃書,財物類,112/06/06,400000,1,,檢視,(租賃)&(監視),最低標,420000,,,,1,屏南有線電視股份有限公司,,
縣市政府,屏東縣,公所,112,屏東縣東港鎮公所,13031120919,112年度屏東縣東港鎮數位社區監視系統租賃案(含維護管理),公開招標,財物類,112/09/22,1559376,1,,檢視,(租賃)&(監視),最低標,2000000,後續擴充期間為12個月,2000000,"經濟部水利署第七河川局
2,000,000元",3,屏南有線電視股份有限公司,中華電信股份有限公司企業客戶分公司,觀昇有線電視股份有限公司
縣市政府,屏東縣,公所,112,屏東縣春日鄉公所,1121215,113年度屏東縣春日鄉監視錄影系統服務租賃案,公開取得報價單或企劃書,勞務類,112/12/27,1019592,1,,檢視,(租賃)&(錄影),參考最有利標精神,1040800,X,,,1,屏南有線電視股份有限公司,,
縣市政府,屏東縣,公所,112,屏東縣春日鄉公所,1121215,113年度屏東縣春日鄉監視錄影系統服務租賃案,公開取得報價單或企劃書,勞務類,112/12/27,1019592,1,,檢視,(租賃)&(監視),參考最有利標精神,1040800,X,,,1,屏南有線電視股份有限公司,,
縣市政府,屏東縣,公所,112,屏東縣枋寮鄉公所,1121201,113年度枋寮鄉村里重要路口（道路）錄影監視系統服務租賃案,公開招標,財物類,112/12/28,2459520,1,,檢視,(租賃)&(監視),最低標,2536000,擴充期間自114年1月1日至114年12月31日止，擴充金額以114年預算額度為上限」；其價款以原契約條件之單價及價金付,2459520,,1,屏南有線電視股份有限公司,,
縣市政府,屏東縣,公所,111,屏東縣霧臺鄉公所,S11101,屏東縣霧臺鄉111年度重要道路監視系統服務租賃案,公開取得報價單或企劃書,勞務類,111/01/22,620000,1,,檢視,(租賃)&(監視),最低標,643800,,,,1,觀昇有線電視股份有限公司,,
縣市政府,屏東縣,公所,112,屏東縣屏東市公所,112912,112年度屏東縣屏東市公所數位社區監視系統租賃案開口契約,公開招標,財物類,112/03/09,4199940,1,,檢視,(租賃)&(監視),最低標,4320000,"總採購期間上限3年，金額1,296萬元",12960000,,1,觀昇有線電視股份有限公司,,
縣市政府,屏東縣,公所,112,屏東縣里港鄉公所,112-0206,112年度屏東縣里港鄉公所監視錄影系統租賃案,公開招標,財物類,112/03/29,2949650,1,,檢視,(租賃)&(監視),最低標,2983750,得後續擴充11個月，後續擴充金額至新台幣600萬元整,6000000,,1,觀昇有線電視股份有限公司,,
縣市政府,屏東縣,公所,112,屏東縣屏東市公所,112912-1,113年度屏東縣屏東市公所數位社區監視系統租賃案開口契約,限制性招標(未經公開評選或公開徵求),財物類,112/12/26,4080000,1,,檢視,(租賃)&(監視),原公告案號：112912,,,,,1,觀昇有線電視股份有限公司,,
縣市政府,屏東縣,公所,112,屏東縣霧臺鄉公所,S11238,屏東縣霧臺鄉113年度重要道路監視系統服務租賃案,公開取得報價單或企劃書,財物類,112/12/27,769896,1,,檢視,(租賃)&(監視),最低標,795000,X,,,1,觀昇有線電視股份有限公司,,
縣市政府,苗栗縣,公所,112,苗栗縣苗栗市公所,A866,苗栗市監視錄影系統租賃案第二期,公開招標,財物類,112/06/09,11982000,1,,檢視,(租賃)&(監視),最有利標,12000000,(保留增購預算上限800萬元整，並得視本所財源及實際情況而異動),8000000,,3,科龍興業股份有限公司,新峰國際企業有限公司,北視有線電視股份有限公司
中央機關,校園,國中小/高中職,111,臺北市北投區明德國民小學,10818-2,111年度校園安全監視系統設備租賃財務採購,限制性招標(未經公開評選或公開徵求),財物類,111/01/18,333000,1,,檢視,(租賃)&(監視),原公告案號：10818,,,,,1,廣角科技股份有限公司,,
中央機關,校園,大學,112,國防醫學院,NP12014P014,112-114年監視器系統設備租賃及既有監視器設備巡檢維護,公開招標,財物類,112/04/07,1865832,1,,檢視,(租賃)&(監視),最低標,1963200,"預估後續擴充期間為3個月，金額為新臺幣11萬8,125元整",118125,,1,歐科商業電訊股份有限公司,,
六都,桃園市,警察局,112,桃園市政府警察局,112police001,112年桃園市天羅地網監視錄影系統租賃民營業者案,公開招標,財物類,112/01/04,343992000,1,,檢視,(租賃)&(監視),最有利標,343992000,本案於119年12月31日前保有後續擴充權利，金額以新臺幣2億元為上限,200000000,,1,中華電信股份有限公司,,
六都,桃園市,警察局,111,桃園市政府警察局,111back-police003,111年桃園市天羅地網監視錄影系統租賃民營業者案,限制性招標(未經公開評選或公開徵求),財物類,111/02/17,15408000,1,,檢視,(租賃)&(監視),原公告案號：110police002,15636000,,,,1,中華電信股份有限公司,,
六都,桃園市,警察局,112,桃園市政府警察局,112back-police039,2023世界客家博覽會監視錄影系統臨時租賃案,限制性招標(未經公開評選或公開徵求),財物類,112/04/14,4198130,1,,檢視,(租賃)&(監視),原公告案號：110police002,4669672,,,,1,中華電信股份有限公司,,
六都,桃園市,警察局,112,桃園市政府警察局,112back-police046,2023世界客家博覽會監視錄影系統臨時租賃案(第2次後續擴充),限制性招標(未經公開評選或公開徵求),財物類,112/08/07,393900,1,,檢視,(租賃)&(錄影),原公告案號：110police002,,,,,1,中華電信股份有限公司,,
六都,桃園市,交通局,112,桃園市政府交通局,1110428-2-1,111年度桃園市智慧影像交通暨違規偵測系統租賃案（後續擴充）,限制性招標(未經公開評選或公開徵求),勞務類,112/01/31,3375000,1,,檢視,(租賃)&(影像),原公告案號：1110428-2,,,,,1,用新科際整合有限公司,,
六都,桃園市,工務局,111,桃園市政府工務局,1110428-2,111年度桃園市智慧影像交通暨違規偵測系統租賃案,經公開評選或公開徵求之限制性招標,勞務類,111/06/14,2250000,1,,檢視,(租賃)&(影像),準用最有利標,2400000,再延長契約最多 27個月，擴充金額上限新臺幣810萬元整。,8100000,,1,用新科際整合有限公司,,
六都,高雄市,警察局,111,高雄市政府警察局仁武分局,111zw001,111年度高雄市大社區回饋金租賃數位式影像遠端監錄系統設備,公開招標,勞務類,111/05/27,4195200,1,,檢視,(租賃)&(影像),最低標,5000000,後續擴充1年，擴充金額為新臺幣400萬元,4000000,,1,中華電信股份有限公司,,
六都,高雄市,文化局,111,高雄市政府文化局,110323,111年度岡山文化中心錄影監視系統租賃案,公開取得報價單或企劃書,財物類,111/01/04,138000,1,,檢視,(租賃)&(監視),最低標,250000,機關得視112年度預算依第一年契約價保留後續擴充之權利(擴充金額以每年預算25萬元為上限),250000,,2,信祥股份有限公司高雄分公司,元科資訊企業行,
六都,高雄市,文化局,111,高雄市政府文化局,111331,112年度岡山文化中心錄影監視系統租賃案,限制性招標(未經公開評選或公開徵求),財物類,111/12/30,138000,1,,檢視,(租賃)&(錄影),原公告案號：110323,,,,,1,信祥股份有限公司高雄分公司,,
六都,高雄市,公所,111,高雄市鳥松區公所,B111002,高雄市鳥松區112年度夢裡里監視系統裝設租賃採購,限制性招標(未經公開評選或公開徵求),財物類,111/11/21,288000,1,,檢視,(租賃)&(監視),原公告案號：B1100427,,,,"國防部空軍司令部
300,000元",1,昱聖科技股份有限公司,,
六都,高雄市,公所,112,高雄市鳥松區公所,B11204,高雄市鳥松區113年度夢裡里監視系統裝設租賃採購,公開取得報價單或企劃書,財物類,112/11/30,234000,1,,檢視,(租賃)&(監視),最低標,350400,"擴充期間114年1月1日至115年12月31日止，每年擴充金額上限為35萬元，擴充金額共計為70萬元，採購金額為1,050,400元",700000,"國防部空軍司令部
350,000元",3,昱聖科技股份有限公司,鼎順電腦有限公司,高詮電子科技企業有限公司
六都,高雄市,公所,111,高雄市楠梓區公所,110031,高雄市楠梓區111年度清豐里、中陽里及惠豐里監視系統裝設租賃採購,公開取得報價單或企劃書,財物類,111/01/12,679170,1,,檢視,(租賃)&(監視),最低標,不公開,,,,1,高詮電子科技企業有限公司,,
六都,高雄市,公所,112,高雄市楠梓區公所,112004,高雄市楠梓區112年度享平里及五常里監視系統裝設租賃採購,公開取得報價單或企劃書,財物類,112/03/07,276000,1,,檢視,(租賃)&(監視),最低標,276000,X,,,1,達翔興業有限公司,,
六都,高雄市,公所,111,高雄市楠梓區公所,111003,高雄市楠梓區111年度享平里及五常里監視系統裝設租賃採購。,公開取得報價單或企劃書,財物類,111/02/15,272000,1,,檢視,(租賃)&(監視),最低標,276000,X,,,1,達翔興業有限公司,,
六都,高雄市,公所,112,高雄市楠梓區公所,112003,高雄市楠梓區112年度清豐里、中陽里及惠豐里監視系統裝設租賃採購,公開取得報價單或企劃書,財物類,112/02/07,668800,1,,檢視,(租賃)&(監視),最低標,686000,X,,,2,鼎順電腦有限公司,高詮電子科技企業有限公司,
中央機關,國家公園,國家公園,112,內政部國家公園署雪霸國家公園管理處,SP113107,雪霸國家公園武陵地區監視系統租賃案,公開取得報價單或企劃書,財物類,112/12/01,295000,1,,檢視,(租賃)&(監視),參考最有利標精神,330000,"自本標案履約期限屆滿日之次日起1年，金額為新臺幣360,000元整",360000,,2,北金行,豐盟有線電視股份有限公司,
中央機關,國營單位,台電/台水,111,台灣電力股份有限公司核能火力發電工程處北部施工處,6381100013,移動式工地即時影像監視系統租賃,公開招標,財物類,111/11/14,2452800,1,,檢視,(租賃)&(監視),	最低標,3360000,,,,3,亞太電信股份有限公司,廣角科技股份有限公司,互盛股份有限公司中壢分公司
縣市政府,雲林縣,警察局,112,雲林縣警察局,wei798,113年度路口錄影監視系統網路租賃案,限制性招標(未經公開評選或公開徵求),財物類,112/12/04,18953000,1,,檢視,(租賃)&(監視),"原公告案號：96109
於96年一直延伸擴充",19743291,,,,1,中華電信股份有限公司,,
縣市政府,雲林縣,警察局,111,雲林縣警察局,wei720,112年度路口錄影監視系統網路租賃案,限制性招標(未經公開評選或公開徵求),財物類,111/12/23,15500000,1,,檢視,(租賃)&(監視),"原公告案號：96109
於96年一直延伸擴充",15922303,,,,1,中華電信股份有限公司,,
中央機關,園區/工業區,園區/工業區,112,國家科學及技術委員會新竹科學園區管理局,A1120904,新竹二期、銅鑼二期及生醫園區監視錄影暨車牌辨識系統租賃,公開招標,財物類,112/12/14,238000000,1,,檢視,(租賃)&(辨識),最低標,252053301,X,,,1,中興保全科技股份有限公司,,
中央機關,園區/工業區,園區/工業區,111,國家科學及技術委員會新竹科學園區管理局,A1110702,竹南園區監視錄影暨車牌辨識系統第二期第2次更新財物租賃,公開招標,財物類,111/09/07,40000000,1,,檢視,(租賃)&(辨識),最低標,42356576,X,,,1,中興保全科技股份有限公司,,
中央機關,園區/工業區,園區/工業區,111,科技部中部科學園區管理局,111l000022,111-116年度后里及虎尾園區監視錄影暨車牌辨識系統租賃案,公開招標,財物類,111/04/22,29700000,1,,檢視,(租賃)&(辨識),最低標,30004080,X,,X,1,中興保全科技股份有限公司,,
中央機關,園區/工業區,園區/工業區,111,國家科學及技術委員會中部科學園區管理局,111l004692,111-116年度臺中園區監視錄影暨車牌辨識系統租賃案,公開招標,財物類,111/09/30,26200000,1,,檢視,(租賃)&(辨識),最低標,26529900,,,,1,中興保全科技股份有限公司,,
中央機關,園區/工業區,園區/工業區,111,科技部新竹科學園區管理局,A1110102,竹南、龍潭及宜蘭園區監視錄影暨車牌辨識系統變更對外網路名稱財物租賃,限制性招標(未經公開評選或公開徵求),財物類,111/02/08,5067000,1,,檢視,(租賃)&(辨識),原公告案號：A1090902,,,,,1,中興保全科技股份有限公司,,
中央機關,園區/工業區,園區/工業區,111,科技部新竹科學園區管理局,A1110202,新竹及銅鑼園區監視錄影暨車牌辨識系統變更對外網路名稱財物租賃,限制性招標(未經公開評選或公開徵求),財物類,111/02/22,2258000,1,,檢視,(租賃)&(辨識),原公告案號：A1080201,,,,,1,中興保全科技股份有限公司,,
中央機關,園區/工業區,園區/工業區,112,國家科學及技術委員會新竹科學園區管理局,A1120401,新竹(含銅鑼二期及生醫)園區監視錄影暨車牌辨識系統第二期第2次更新租賃規劃,公開取得報價單或企劃書,勞務類,112/05/16,940000,1,,檢視,(租賃)&(辨識),參考最有利標精神,950000,,,,1,財團法人工業技術研究院,,
中央機關,園區/工業區,園區/工業區,111,經濟部工業局,31611104-1,111年度林園工業區監視數位監控租賃計畫-112年度後續擴充,限制性招標(未經公開評選或公開徵求),勞務類,111/12/20,495000,1,,檢視,(租賃)&(監視),原公告案號：31611104,,,,,1,高詮電子科技企業有限公司,,
中央機關,園區/工業區,園區/工業區,112,經濟部產業園區管理局高屏分局,31611104-2,111年度林園工業區監視數位監控租賃計畫-113年度後續擴充,限制性招標(未經公開評選或公開徵求),勞務類,112/12/18,493852,1,,檢視,(租賃)&(監視),原公告案號：31611104,,,,,1,高詮電子科技企業有限公司,,
中央機關,園區/工業區,園區/工業區,112,經濟部產業園區管理局高屏分局,31511308,113年度仁大產業園區監視數位監控租賃服務費,公開取得報價單或企劃書,勞務類,112/11/22,393431,1,,檢視,(租賃)&(監視),最低標,500000,本案預計後續擴充期間自114年至115年(含當年度)，擴充金額總金額150萬元正（含當年度增購金額）,1500000,,1,高詮電子科技企業有限公司,,
中央機關,園區/工業區,園區/工業區,111,經濟部工業局,31510907-2,109年度仁大工業區監視數位監控租賃計畫,限制性招標(未經公開評選或公開徵求),勞務類,111/01/03,325200,1,,檢視,(租賃)&(監視),原公告案號：31510907,332514,,,,1,高詮電子科技企業有限公司,,
中央機關,園區/工業區,園區/工業區,112,經濟部產業園區管理局高屏分局,31611303,林園產業園區服務中心監視系統租賃,公開取得報價單或企劃書,勞務類,112/11/23,250646,1,,檢視,(租賃)&(監視),最低標,352998,"採購案三年計畫之第1年，預算金額新台幣35萬2,998元整，後續擴充每年新台幣35萬2,998元整，總採購金額合計105萬8,994元整。",1058994,,1,高詮電子科技企業有限公司,,
六都,新北市,公所,111,新北市新店區公所,G111008,111年直潭社區監視系統設備租賃,公開取得電子報價單,財物類,111/05/16,370000,1,,檢視,(租賃)&(監視),最低標,410000,X,,,2,大新店民主有線電視股份有限公司,鼎順電腦有限公司,
六都,新北市,公所,112,新北市新店區公所,G111025,112年直潭社區監視系統設備租賃案,限制性招標(未經公開評選或公開徵求),財物類,112/03/20,156000,1,,檢視,(租賃)&(監視),原公告案號：G111008,,,,"新北市政府地政局
156,000元",1,大新店民主有線電視股份有限公司,,
六都,新北市,警察局,112,新北市政府警察局,1120000003,112年度第7、12期租賃式監錄系統影像服務採購案(第3次),經公開評選或公開徵求之限制性招標,勞務類,112/06/02,207514920,1,,檢視,(租賃)&(影像),準用最有利標,213926000,"本採購案保留未來後續擴充之權利，總金額為新臺幣2,520萬元",25200000,,1,中華電信股份有限公司,,
六都,新北市,警察局,111,新北市政府警察局,1110000004,111年度第6期租賃式監錄系統影像服務採購案,經公開評選或公開徵求之限制性招標,勞務類,111/02/15,186475024,1,,檢視,(租賃)&(影像),準用最有利標,189723000,"本採購案保留未來後續擴充之權利，總金額為新臺幣6,300萬元",63000000,,1,中華電信股份有限公司,,
六都,新北市,警察局,111,新北市政府警察局,1110000006,111年度第11期租賃式監錄系統影像服務採購案,經公開評選或公開徵求之限制性招標,勞務類,111/02/25,119220060,1,,檢視,(租賃)&(影像),準用最有利標,120768000,"本採購案保留未來後續擴充之權利，總金額為新臺幣4,770萬元",47000000,,1,中華電信股份有限公司,,
六都,新北市,警察局,111,新北市政府警察局,1110000004-1,111年度第6期租賃式監錄系統影像服務採購案後續擴充,限制性招標(未經公開評選或公開徵求),勞務類,111/08/11,990864,1,,檢視,(租賃)&(影像),原公告案號：1110000004,,,,,1,中華電信股份有限公司,,
六都,新北市,警察局,111,新北市政府警察局,1110000007,111年度新莊副都心區域租賃式監錄系統影像服務採購案,經公開評選或公開徵求之限制性招標,勞務類,111/01/20,985200,1,,檢視,(租賃)&(影像),最低標,1000000,X,,,1,中華電信股份有限公司,,
六都,新北市,警察局,112,新北市政府警察局,1122069506,112年度歡樂耶誕城安全維護短期租賃式監錄系統影像服務案,限制性招標(未經公開評選或公開徵求),勞務類,112/11/02,862785,1,,檢視,(租賃)&(影像),未達公告金額,,,,,1,中華電信股份有限公司,,
六都,新北市,警察局,111,新北市政府警察局,1110000036,111年度歡樂耶誕城安全維護短期租賃式監錄系統影像服務案,限制性招標(未經公開評選或公開徵求),勞務類,111/11/18,829290,1,,檢視,(租賃)&(影像),未達公告金額,,,,,1,中華電信股份有限公司,,
六都,新北市,公所,111,新北市新店區公所,G111007,111年度新店區公所市民活動中心、安康集會所與馬公集會中心影像監視系統租賃（含安裝）,公開取得報價單或企劃書,財物類,111/05/31,487250,1,,檢視,(租賃)&(監視),參考最有利標精神,488250,"履約期限屆滿次日起1年、金額為新臺幣346,500元整",346500,,1,中興保全科技股份有限公司,,
六都,新北市,採購處,111,新北市政府採購處,1110330A,111年度新板橋車站特定專用區地下道監視系統租賃及管理維護,公開招標,勞務類,111/04/13,600000,1,,檢視,(租賃)&(監視),最低標,656758,該擴充之金額為新臺幣50萬元,500000,,1,易聲企業有限公司,,
六都,新北市,養工處,111,新北市政府養護工程處,1110316A,111年攝影機即時影像監控系統雲端儲存租賃,限制性招標(未經公開評選或公開徵求),勞務類,111/03/28,358800,1,,檢視,(租賃)&(影像),原公告案號：1090317-1,,,,,1,松華國際股份有限公司,,
六都,新北市,養工處,112,新北市政府養護工程處,1120324A,112年攝影機即時影像監控系統雲端儲存租賃,限制性招標(未經公開評選或公開徵求),勞務類,112/03/24,358800,1,,檢視,(租賃)&(影像),原公告案號：1090317-1,,,,,1,松華國際股份有限公司,,
六都,新北市,公所,112,新北市三重區公所,1121110-798,新北市三重區公所113年度市民活動中心及閱覽室遠端監視系統暨無線網路租賃,公開取得報價單或企劃書,勞務類,112/12/19,362520,1,,檢視,(租賃)&(監視),最低標,381600,須敘明後續擴充之期間、金額或數量,,,1,凱擘股份有限公司,,
六都,新北市,公所,111,新北市三重區公所,1101111-776,新北市三重區公所111年度市民活動中心及閱覽室遠端監視系統暨無線網路租賃,公開招標,勞務類,111/01/07,312000,1,,檢視,(租賃)&(監視),最低標,343200,須敘明後續擴充之期間、金額或數量,,,1,凱擘股份有限公司,,
六都,新北市,公所,112,新北市三重區公所,1101111-776-1,新北市三重區公所111年度市民活動中心及閱覽室遠端監視系統暨無線網路租賃,限制性招標(未經公開評選或公開徵求),勞務類,112/01/03,312000,1,,檢視,(租賃)&(監視),原公告案號：1101111-776,,,,,1,凱擘股份有限公司,,
